word,polar
heterogeneity,-0.7
heterogeneous,-0.69
heterogeneousness,-0.91
heterogenous,-0.63
heterology,-0.79
heterophony,0.736
heterophylla,0.598
heteroscedasticity,-0.7
heterostracan,-0.8
heuristic,-0.68
hex,0.577
hexachlorophene,0.791
hexagon,0.099
hexameter,0.037
hexose,-0.65
hey,-0.8
heyday,0.825
hiatus,-0.83
hibernating,-0.58
hibernation,-0.67
hiccup,-0.15
hick,-0.91
hickey,-0.78
hidden,-0.02
hiddenness,0.687
hide,-0.02
hide-a-bed,-0.06
hideaway,0.879
hideous,-0.38
hideously,-0.53
hideousness,-0.72
hideout,0.612
hidrosis,-0.71
hie,-0.66
hierarchy,0.09
hifalutin,0.726
high-and-mighty,-0.54
high-flown,0.483
high-hat,-0.6
high-powered,0.559
high-spirited,0.653
high-strung,-0.54
highbinder,-0.81
highest,0.581
highfalutin,0.726
highfaluting,-0.56
highflier,0.735
highflyer,0.735
highlight,0.162
highlighter,0.557
highwater,0.768
highway,0.055
hijinks,-0.78
hijollification,-0.79
hike,0.023
hilarious,0.469
hilariously,0.469
hilarity,0.469
hildr,-0.8
hill,0.057
hillbilly,0.548
hilt,-0.8
hind,0.061
hinder,-0.84
hindfoot,-0.67
hindrance,-0.24
hindu,0.129
hinge,0.037
hint,0.085
hip,0.05
hipflask,0.788
hippie,0.026
hippoboscidae,-0.64
hippy,0.904
hipster,0.694
hire,0.074
hiroshima,-0.59
hirsute,-0.61
hirundinidae,-0.69
hispida,0.715
hisself,-0.86
historied,0.508
history,-0.05
histrion,-0.8
histrionic,-0.77
hit,-0.51
hitch,-0.55
hitchcockian,-0.04
hitherto,-0.86
hitler,-0.15
hiv,-0.94
hive,-0.03
hmic,0.743
hoard,0.083
hoarding,0.771
hoary,-0.59
hoatzin,-0.84
hoax,-0.86
hob,0.78
hobble,-0.58
hobby,0.563
hobo,-0.81
hockey,0.79
hodgepodge,0.804
hofweber,0.693
hog,-0.6
hoity-toity,-0.56
hokey,-0.6
hokum,-0.72
hold,0.829
holder,0.077
hole,0.759
hole-and-corner,-0.5
holiday,0.566
holidaymaker,-0.78
holier-than-thou,-0.65
holiness,0.587
holistic,0.044
hollo,0.816
hollow,-0.03
hollowness,-0.68
holly,-0.86
holocaust,-0.83
holocene,0.653
holster,-0.11
holy,0.9
homage,0.766
home,0.023
homebound,0.771
homeland,0.072
homeless,-0.54
homeliness,0.849
homely,0.505
homeotherm,-0.87
homeowner,0.027
homepage,-0.03
homespun,0.614
homestead,0.075
homeward,0.091
homework,-0.09
homicidal,-0.47
homicide,-0.6
homiletics,0.817
hominid,0.798
homo,0.619
homoeroticism,0.753
homogeneity,-0.8
homogeneous,-0.8
homogeneousness,-0.8
homogenisation,-0.8
homogenization,-0.72
homogenous,-0.8
homogot,0.62
homograph,0.587
homographic,-0.77
homoiotherm,-0.78
homonym,-0.62
homoot,0.619
homophile,0.748
homophily,-0.73
homophobia,0.17
homophobic,-0.33
homophone,0.587
homophonic,0.736
homophonous,-0.77
homophony,0.736
homosexual,0.776
homosexualism,0.689
homosexuality,0.805
homotherm,-0.67
honest,0.814
honest-to-god,0.597
honestly,0.836
honestness,0.711
honesty,0.573
honey,0.725
honeycomb,0.038
honeyed,0.708
honeymoon,0.876
honeymooner,0.725
honeysuckle,-0.41
honk,0.812
honkey,-0.83
honkie,-0.83
honky,-0.83
honkytonk,-0.7
honor,0.796
honorable,0.514
honorableness,0.738
honored,0.852
honoring,0.664
honourableness,0.87
hooch,0.821
hood,-0.79
hoodlum,-0.69
hoodwink,-0.56
hoodwinker,-0.56
hooey,-0.74
hoof,-0.03
hoofing,0.719
hook,0.788
hooked,-0.57
hooker,0.031
hooks,0.67
hookworm,-0.85
hooligan,-0.92
hooliganism,-0.7
hoop,0.035
hoosegow,0.737
hooshang,-0.54
hoot,-0.64
hootch,-0.8
hooves,-0.03
hop,0.042
hope,0.297
hopeful,0.31
hopefully,0.334
hopefulness,0.384
hopeless,-0.89
hopelessly,-0.57
hopelessness,-0.5
hordak,-0.75
horizon,0.497
hormone,0.797
horn,0.087
hornet,-0.72
horniness,0.093
horny,0.102
horrendous,-0.56
horrendously,-0.41
horrible,-0.93
horribly,-0.64
horrid,-0.34
horridly,-0.51
horrific,-0.22
horrified,-0.49
horrify,-0.55
horrifying,-0.5
horrifyingly,-0.52
horripilation,-0.69
horror,-0.91
horror-stricken,-0.63
horror-struck,-0.63
horse,0.024
horseback,0.062
horsehair,0.031
horsehide,0.031
horseleech,-0.64
horseman,-0.58
horsemanship,0.631
horseradish,-0.07
horseshit,-0.65
horseshoe,0.126
horseshoer,0.073
horticultural,0.341
horticulture,0.341
horticulturist,0.341
hosanna,0.71
hospice,-0.78
hospitable,0.903
hospital,-0.11
hospitalisation,-0.15
hospitalization,-0.24
hospitalize,-0.54
hosptial,-0.24
host,0.056
hostage,-0.61
hostel,0.802
hostess,-0.02
hostile,-0.59
hostilely,-0.41
hostility,-0.59
hot,-0.63
hotbed,-0.63
hotdog,0.642
hotel,-0.07
hotfoot,-0.66
hothead,-0.76
hotheaded,-0.62
hothouse,-0.63
hotlink,-0.03
hotness,0.093
hotspot,-0.63
hottie,-0.1
hound,-0.03
hour,0.093
hourglass,0.093
houri,-0.76
hours,0.71
house,0.53
housebreaker,-0.9
housecat,0.049
houseclean,0.724
housecraft,0.815
household,0.054
housekeeper,0.025
housemaid,-0.64
housewife,0.054
housewrecker,-0.9
hovel,0.817
hover,-0.43
hovertravel,0.085
howl,-0.62
howler,-0.74
howling,0.357
hoyden,0.73
hpai,0.031
huaneng,0.031
hubble,0.528
hubbub,-0.78
hubris,-0.49
huckster,-0.57
hue,0.027
hueless,-0.61
huesmann,0.749
huffily,-0.41
huffiness,-0.41
huffish,-0.43
huffishness,-0.43
huffy,-0.41
hug,0.737
hugger-mugger,-0.5
hughie,-0.86
huh,-0.1
huitlacoche,-0.02
hull,0.026
hum,0.612
human,0.034
humane,0.552
humaneness,0.555
humanitarian,0.553
humanity,0.105
humankind,0.576
humar,0.562
humate,0.717
humble,0.572
humbleness,0.599
humbling,-0.49
humbug,-0.71
humdinger,0.695
humdrum,-0.53
humid,-0.05
humidifier,0.759
humidity,-0.05
humiliate,-0.88
humiliated,-0.58
humiliating,-0.79
humiliatingly,-0.59
humiliation,-0.29
humility,0.33
hummable,0.658
hummingbird,0.473
humongous,0.546
humor,0.499
humorless,-0.41
humorlessness,-0.81
humorous,0.611
humorously,0.608
humour,0.54
hump,-0.73
humpback,-0.9
humungous,0.546
hunchback,-0.9
hunchun,-0.76
hundred,-0.03
hundred-percenter,-0.48
hunger,-0.53
hungry,-0.74
hunk,-0.57
hunt,-0.05
hunter,-0.07
hunting,-0.1
hurl,-0.89
hurler,-0.84
hurricane,-0.57
hurried,-0.56
hurriedness,-0.86
hurries,-0.43
hurry,-0.43
hurt,-0.62
hurtful,-0.13
hurting,-0.73
hurtles,-0.38
husband,0.555
hush,0.228
hush-hush,-0.5
husky,-0.68
hussy,0.58
hustle,-0.78
hustler,-0.49
hut,-0.03
hutch,0.817
hutzpah,-0.87
hyacinth,0.039
hybrid,0.063
hydrangea,0.039
hydrodynamic,0.46
hydrogen,0.631
hydrology,0.523
hydromorphone,-0.76
hydrophyte,-0.76
hydrops,-0.75
hydrosalpinx,-0.74
hydrostatic,0.46
hygiene,0.526
hygienic,0.751
hygroscope,0.104
hymenolepis,-0.85
hymenophyllum,0.715
hymn,0.105
hyoscyamine,0.791
hyper,0.088
hyperactive,0.821
hyperalgesia,-0.73
hyperarousal,0.873
hyperbole,-0.55
hyperbolic,0.88
hyperbolize,0.761
hypercholesterolemia,-0.72
hyperemia,-0.65
hyperesthesia,-0.71
hyperextension,-0.69
hypergolic,0.024
hypergraphs,-0.93
hyperhidrosis,0.036
hypericism,-0.82
hyperlink,-0.03
hyperlipidemia,-0.72
hypermasculine,0.624
hypermastigote,0.762
hypermediacy,-0.69
hypermetropia,0.636
hypermetropic,0.67
hypermetropy,0.636
hyperope,-0.75
hyperopia,0.636
hyperopic,0.67
hyperpigmentation,-0.75
hyperreflexia,-0.71
hypersalivation,-0.71
hypersensitivity,-0.6
hypersurface,0.57
hypertension,-0.72
hypertensive,-0.72
hypertensives,-0.72
hypertext,0.797
hypertextuality,-0.66
hypertonic,-0.65
hypertriglyceridemia,-0.72
hyperventilate,0.764
hyphen,0.072
hypnagogic,-0.51
hypnogogic,-0.55
hypnotic,-0.55
hypnotism,0.577
hypochlorite,-0.04
hypochondriasis,-0.6
hypocrisy,-0.72
hypocrite,-0.5
hypocritical,-0.57
hypoesthesia,-0.71
hypohidrosis,-0.71
hypomania,-0.88
hypomanic,-0.88
hypooxyacid,-0.79
hypopigmentation,-0.81
hypostasis,0.791
hypothecate,-0.88
hypothermia,-0.71
hypothesis,0.053
hypothesize,0.743
hypothetical,0.096
hypotonic,-0.65
hypovitaminosis,-0.65
hysteria,-0.49
hysteric,-0.83
hysterical,-0.59
hysterically,-0.59
hysterocatalepsy,-0.66
hytelnet,0.797
i-beam,0.581
iamb,0.037
iambic,0.037
ianfu,-0.83
ibex,-0.78
ibis,0.751
ibogaine,-0.87
ibuprofen,-0.11
ice,-0.57
iceberg,-0.55
icebox,-0.04
ichor,-0.67
ichthyornis,-0.84
icicle,0.044
iciness,-0.75
icing,-0.7
icky,-0.61
icon,0.102
iconoclasm,0.583
icterus,-0.72
ictus,0.795
icy,0.055
idea,0.083
ideal,0.166
idealist,0.628
idealization,0.558
idealize,0.56
idealized,0.578
ideally,0.579
ideate,-0.68
identical,0.07
identifiable,0.947
identification,0.112
identify,0.254
identikit,-0.76
ideogram,-0.67
ideograph,-0.76
ideographic,-0.76
ideologist,0.556
ideology,0.329
idiocy,-0.72
idiom,0.514
idiosyncrasy,0.785
idiot,-0.53
idiotic,-0.55
idle,-0.59
idleness,-0.65
idly,-0.59
idol,0.32
idolater,-0.88
idolatry,-0.68
idolize,0.618
idolizer,-0.88
iffy,-0.73
ignite,-0.57
ignition,-0.72
ignobility,-0.7
ignoble,-0.84
ignobleness,-0.7
ignominious,-0.6
ignominiously,-0.54
ignominy,-0.76
ignoramus,-0.84
ignorance,-0.04
ignorant,-0.57
ignorantly,-0.4
ignore,-0.72
ileus,0.793
iliad,-0.57
ill,-0.87
ill-fated,-0.5
ill-gotten,-0.56
ill-omened,-0.5
ill-starred,-0.5
ill-timed,-0.61
illegal,-0.06
illegality,-0.75
illegitimacy,-0.75
illegitimate,-0.61
illeness,-0.58
illicit,-0.5
illicitly,-0.51
illicitness,-0.75
illimitable,-0.75
illiteracy,-0.81
illiterate,-0.84
illiterateic,-0.84
illithids,0.689
illness,-0.15
illogic,-0.68
illogical,-0.57
illogicality,-0.68
illogicalness,-0.68
illuminance,0.761
illuminant,0.761
illuminas,0.413
illuminate,0.751
illuminated,0.559
illumination,-0.03
illusion,-0.77
illusional,-0.76
illusionary,-0.57
illusionist,-0.83
illusory,-0.57
illustrate,0.76
illustration,0.072
illustrious,0.597
image,0.072
imaginary,0.132
imagination,0.103
imaginative,0.119
imaginatively,0.514
imaginativeness,-0.82
imagine,-0.74
imaret,0.802
imbalance,-0.57
imbecile,-0.87
imbecilic,-0.59
imbecility,-0.82
imbibe,0.709
imbroglio,-0.85
imbue,0.751
imcapableness,0.727
imho,-0.51
imitate,0.061
imitation,0.158
imitative,-0.66
imitator,-0.92
imitrex,0.871
immaculate,-0.6
immaculately,0.603
immanent,0.699
immaterial,-0.82
immateriality,-0.66
immature,-0.57
immatureness,-0.79
immaturity,-0.79
immeasurable,-0.75
immediacy,0.872
immediate,-0.26
immediately,0.591
immediateness,0.872
immensity,0.544
immensurable,-0.71
immersion,0.738
immigrant,-0.32
immigration,0.53
immix,-0.51
immobile,-0.76
immobility,-0.61
immobilization,-0.94
immobilize,0.73
immoderate,-0.8
immoderateness,-0.72
immoderatenessiveness,-0.72
immoderation,-0.84
immodest,-0.55
immodestly,-0.55
immodesty,-0.71
immoral,-0.32
immorality,-0.85
immortal,0.689
immortality,-0.54
immotile,-0.76
immovability,-0.87
immovable,0.871
immovableness,-0.7
immovale,-0.51
immoveable,-0.76
immune,-0.83
immunodeficiency,-0.94
immunologist,0.824
immunosuppression,-0.73
immutability,-0.84
immutable,0.262
immutableness,-0.77
imodium,-0.6
imp,0.732
impact,0.052
impair,-0.66
impaired,-0.86
impairment,-0.63
impalement,-0.8
impalpable,0.123
impart,0.777
impartial,0.797
impassioned,-0.57
impassive,-0.77
impassiveness,-0.59
impassivity,-0.58
impatience,-0.32
impatient,-0.5
impatiently,-0.53
impeach,-0.52
impeachability,-0.86
impeachable,-0.53
impecunious,-0.61
impede,-0.11
impediment,-0.91
impedimenta,-0.76
impeding,-0.6
impenetrability,-0.66
impenetrable,-0.78
impenitence,-0.7
impenitency,-0.77
impenitent,-0.76
imperative,0.172
imperatively,-0.74
imperceptible,-0.73
imperceptibly,-0.59
imperf,-0.54
imperfect,-0.54
imperfectibility,0.73
imperfection,-0.68
imperfectly,-0.62
imperfectness,-0.88
imperial,0.033
imperialistic,0.624
imperious,-0.55
imperiousness,0.893
imperishable,-0.81
imperium,0.744
impermanence,-0.72
impermanency,-0.86
impermanent,0.089
impermeability,-0.62
impermeableness,-0.82
impermissible,-0.7
impersonality,-0.72
impersonator,-0.75
impertinence,-0.49
impertinent,-0.49
imperturbability,0.398
imperturbable,0.755
imperturbableness,0.398
imperviable,-0.73
impervious,0.53
impetuosity,-0.61
impetuous,-0.62
impetuously,-0.61
impiety,-0.53
impious,-0.61
impiously,-0.62
impiousness,0.774
impish,-0.61
implacable,-0.56
implausible,-0.54
implement,0.047
implementation,-0.82
implicative,0.645
implicit,0.497
implies,0.262
implike,-0.61
implode,-0.57
imploded,-0.58
implore,-0.64
implosion,-0.58
imply,0.527
impolicy,-0.86
impolite,0.643
impoliteness,0.775
impolitic,-0.92
imponderable,0.536
import,0.129
importance,0.174
important,0.547
importantly,0.619
importunate,-0.77
importune,-0.59
importunity,-0.77
impose,-0.08
imposing,-0.49
imposition,-0.64
impossibility,-0.73
impossible,-0.88
impossibleness,-0.63
imposter,-0.5
imposture,0.49
impotence,-0.67
impotency,-0.81
impotent,-0.85
impound,-0.55
impoverish,-0.54
impoverished,-0.83
impoverishment,-0.73
impracticability,-0.86
impracticable,0.478
impracticableness,-0.75
impractical,-0.76
impracticality,0.758
imprecate,-0.96
imprecation,-0.77
imprecise,-0.48
impreciseness,-0.47
imprecision,0.911
impregnable,0.883
impregnation,0.893
impress,0.337
impressible,0.815
impression,0.595
impressionable,0.666
impressive,0.714
impressively,0.573
impressiveness,0.612
imprimatur,0.909
imprison,-0.93
imprisoned,-0.52
imprisonment,-0.85
improbability,0.741
improbable,-0.6
improbableness,0.814
impromptu,0.357
improper,-0.56
improperly,-0.56
improperness,-0.82
impropriety,-0.68
improvable,0.727
improve,0.897
improvement,0.924
improvident,-0.69
improvise,0.357
imprudence,-0.56
imprudent,-0.92
imprudently,-0.92
impudent,-0.51
impudently,0.606
impugn,-0.53
impugnable,-0.53
impuissance,-0.67
impuissant,-0.85
impulse,-0.75
impulsion,-0.54
impulsive,0.798
impulsively,-0.54
impulsiveness,-0.85
impunity,0.64
impure,-0.78
impureness,0.743
impurity,-0.59
imputable,0.561
imputrescible,-0.81
imself,-0.86
in-depth,0.569
inability,-0.78
inaccessible,-0.52
inaccuracy,-0.57
inaccurate,-0.53
inaccurately,-0.56
inaction,-0.59
inactive,-0.59
inactiveness,-0.75
inactivity,-0.25
inadequacies,-0.78
inadequacy,-0.75
inadequate,-0.81
inadequateness,0.744
inadvertence,-0.72
inadvertency,-0.72
inadvertent,-0.71
inadvertently,-0.4
inadvisable,-0.92
inalienable,0.632
inane,-0.56
inanimate,0.123
inanity,-0.41
inapplicable,-0.82
inappropriate,-0.6
inappropriately,-0.51
inappropriateness,-0.82
inapt,-0.78
inarticulate,-0.63
inarticulateness,0.772
inattention,-0.73
inattentive,-0.85
inattentiveness,-0.82
inaudible,-0.83
inauspicious,-0.84
inauthentic,-0.54
inborn,-0.79
inbound,-0.97
inbox,0.561
inbuilt,0.746
incandescence,0.761
incandescent,-0.89
incapable,-0.73
incapacitate,-0.59
incapacitated,-0.76
incapacities,0.698
incapacity,-0.95
incarceration,-0.26
incarnate,0.151
incaution,0.852
incautious,-0.62
incautiousness,0.852
incendiarism,-0.72
incendiary,-0.55
incense,0.276
incensed,-0.42
incentive,0.51
incertitude,0.666
incessant,-0.59
incessantly,-0.6
incest,0.765
inch,-0.04
incident,-0.55
incidental,-0.81
incineration,0.581
incinerator,0.581
incipience,0.602
incipiency,0.602
incision,-0.08
incisive,0.513
incisively,0.512
incisiveness,0.658
incisor,0.513
incite,-0.49
incitement,-0.77
inciter,-0.64
inclemency,-0.8
inclement,-0.5
inclementness,-0.55
inclination,0.852
incline,0.027
inclose,-0.82
include,0.15
including,0.54
inclusion,0.137
inclusive,0.541
inclusively,0.542
incognizable,-0.73
incognoscible,-0.73
incoherence,-0.68
incoherent,-0.78
incoherently,-0.59
income,0.101
incoming,-0.78
incommensurability,0.911
incommode,-0.57
incommodious,-0.59
incommunicable,-0.55
incommunicado,-0.77
incommunicative,-0.77
incommutability,-0.61
incompatible,-0.77
incompetence,-0.64
incompetency,-0.69
incompetent,-0.73
incomplete,0.945
incompleteness,0.911
incomprehensibility,0.911
incomprehensible,-0.72
incomprehension,-0.54
incompressibility,-0.8
inconceivability,-0.73
inconceivableness,-0.73
inconclusive,0.576
inconclusiveness,0.63
inconel,0.803
inconsequence,-0.68
inconsequent,0.948
inconsequential,-0.62
inconsiderate,-0.48
inconsiderately,-0.61
inconsiderateness,0.894
inconsideration,0.894
inconsistencies,-0.82
inconsistency,-0.61
inconsistent,-0.82
inconsistently,-0.82
inconstancy,0.72
inconstant,-0.63
incontestable,0.514
incontestible,-0.72
incontinence,0.795
incontinency,-0.9
incontrovertible,0.594
inconvenience,-0.8
inconveniencies,0.772
inconvenient,-0.58
inconveniently,-0.59
incorporate,0.532
incorporation,0.829
incorporeal,-0.69
incorporeality,-0.94
incorrect,-0.61
incorrectly,-0.53
incorrectness,-0.82
incorrigible,-0.86
incorruption,0.711
incorruptness,0.711
increase,0.168
incredible,0.523
incredulity,0.825
increment,0.047
incremental,0.047
incrementality,0.748
incrementally,0.047
incriminate,-0.11
incrimination,-0.77
incubus,0.805
inculcate,-0.54
inculcation,-0.55
inculpate,0.846
inculpation,-0.77
inculpative,-0.8
inculpatory,-0.76
incumbrance,-0.88
incurable,-0.54
incursion,0.802
indebtedness,0.589
indecency,-0.71
indecent,-0.32
indecipherable,-0.76
indecision,-0.56
indecisive,0.599
indecisiveness,0.806
indecorous,-0.51
indefatigable,0.624
indefensible,-0.75
indefinable,-0.55
indefinite,-0.76
indefinitely,-0.59
indefiniteness,0.63
indefinity,0.63
indelible,0.559
indelicacy,-0.62
indelicate,-0.53
indelicately,-0.54
indelicateness,-0.54
indemnification,-0.77
indemnity,0.64
indent,-0.87
indentation,-0.87
indention,-0.87
independence,0.863
independent,0.853
indescribable,-0.55
indestructibility,0.794
indestructible,0.649
indeterminable,-0.74
indeterminacies,0.911
indeterminacy,0.63
indeterminateness,0.63
indetermination,0.63
index,0.105
indicate,0.092
indication,0.097
indicator,0.071
indictability,-0.86
indictment,0.673
indifference,-0.54
indifferent,-0.64
indifferently,-0.56
indigence,-0.86
indigent,-0.65
indigestible,-0.75
indigestion,-0.06
indignant,-0.41
indignantly,-0.41
indignation,-0.41
indignity,-0.85
indigo,-0.03
indinavir,-0.84
indirectness,-0.69
indiscernible,-0.73
indiscipline,-0.65
indiscreet,-0.92
indiscreetness,-0.87
indiscretion,-0.57
indiscriminate,-0.61
indiscriminately,-0.61
indispose,-0.38
indisposition,-0.58
indisputability,0.74
indisputable,0.575
indistinct,-0.88
indistinctness,0.829
indistinguishably,-0.61
individual,-0.8
individualism,0.665
individualist,0.767
individualistic,-0.63
individuality,0.756
individuation,0.785
indoctrinate,-0.47
indoctrination,-0.48
indolence,-0.65
indolent,-0.57
indolently,-0.85
indomitable,0.548
indoor,0.049
indorse,0.964
indorser,0.775
indubitability,0.742
indubitable,-0.82
induce,-0.54
inducement,-0.72
inducive,0.572
indulge,0.594
indulgence,0.869
indulgent,0.733
indults,-0.59
induration,-0.79
industrialism,0.645
industrious,0.438
industriously,-0.59
industriousness,0.735
industry,0.123
indweller,0.75
inebriant,-0.79
inebriate,0.447
inebriation,-0.67
inebriety,-0.67
ineffable,-0.55
ineffective,-0.85
ineffectiveness,-0.69
ineffectual,-0.85
ineffectuality,-0.77
ineffectualness,-0.76
inefficaciousness,-0.69
inefficacy,-0.69
inefficiencies,-0.78
inefficiency,-0.05
inefficient,-0.78
inegalitarian,0.504
inelasticity,-0.87
inelegance,-0.47
inelegant,-0.77
ineligible,-0.65
ineluctable,-0.56
inept,-0.78
ineptitude,-0.64
ineptness,0.772
inequality,-0.16
inequitable,-0.84
inequity,0.867
ineradicable,-0.7
inerrable,-0.75
inerrancy,-0.69
inerrant,-0.75
inert,-0.79
inertia,-0.72
inescapable,-0.56
inescapably,-0.56
inessential,-0.87
inestimable,0.513
inestimably,0.508
inevitability,-0.49
inevitable,-0.63
inevitably,-0.54
inexact,-0.73
inexactly,-0.57
inexcusable,-0.75
inexhaustible,0.544
inexorable,-0.69
inexpediency,-0.86
inexpedient,-0.86
inexpensive,0.075
inexpensiveness,0.644
inexperience,0.772
inexperienced,-0.61
inexperient,0.773
inexpert,-0.61
inexpiable,-0.64
inexplicable,-0.79
inexplicitness,-0.72
inexpressible,-0.55
inexpressive,-0.77
inexpugnable,-0.66
inexpungeable,-0.7
inexpungible,-0.7
inexterminable,-0.7
inextirpable,-0.7
infallibility,0.502
infallible,0.539
infamous,-0.57
infamy,-0.84
infant,-0.03
infantry,-0.09
infatuate,0.851
infatuation,0.56
infeasibility,-0.86
infect,-0.84
infected,-0.76
infection,-0.19
infectious,-0.54
infectiously,0.391
infective,0.905
infectivity,0.905
infelicitous,-0.78
infer,-0.52
inference,-0.68
inferential,0.645
inferior,-0.24
inferiority,-0.58
inferiour,0.772
infernal,-0.81
inferno,-0.07
inferre,-0.59
infertile,-0.79
infertility,-0.74
infest,-0.51
infidel,-0.63
infidelity,0.851
infinite,-0.74
infinitude,-0.75
infinity,0.079
infirm,-0.61
infirmary,-0.72
infirmaryte,-0.72
infirmaryto,-0.72
infirmities,-0.61
infirmity,0.698
inflame,-0.53
inflammation,-0.88
inflate,0.047
inflated,0.727
inflation,0.883
inflator,-0.03
inflexibility,-0.78
inflexible,-0.69
inflict,-0.69
infliction,-0.75
influence,0.116
influential,0.701
influenza,-0.77
influx,0.594
info,-0.03
inform,0.752
informal,0.126
information,0.847
informational,0.052
informative,0.111
informatory,0.817
informed,0.795
informer,-0.76
infraction,-0.56
infrangible,-0.86
infrastructure,0.026
infrequency,-0.74
infrequent,0.135
infringe,-0.67
infringement,-0.56
infuriate,-0.43
infuriated,-0.42
infuriating,-0.43
infuriation,-0.43
infuse,0.751
ingenious,0.81
ingeniousness,-0.88
ingenuity,0.608
ingenuous,0.58
ingenuousness,-0.59
ingest,0.096
inglorious,-0.56
ingloriously,-0.54
ingratiate,0.879
ingratitude,-0.55
ingredient,0.036
ingress,-0.78
ingroup,-0.73
inhabit,0.05
inhabitant,0.745
inhalation,0.04
inhale,-0.53
inharmonious,-0.72
inhere,0.547
inherence,0.699
inherent,0.262
inherently,0.596
inherit,0.256
inhibit,-0.73
inhibition,0.066
inhomogeneous,-0.69
inhospitable,-0.75
inhuman,-0.67
inhumanity,-0.94
inhumanly,-0.67
inhumation,-0.11
inimical,-0.38
iniquitous,-0.55
iniquitousness,-0.55
iniquity,-0.68
initial,0.587
initiate,-0.84
initiation,0.058
initiative,0.082
injection,-0.57
injector,0.849
injudicious,-0.56
injudiciously,-0.56
injudiciousness,-0.87
injunctive,0.648
injure,-0.52
injured,-0.62
injurious,-0.51
injuriously,-0.77
injury,-0.66
injustice,-0.89
ink,-0.03
inkiness,-0.72
inmate,-0.59
inn,0.64
innate,-0.79
inner,0.746
innocence,0.527
innocency,-0.58
innocent,0.035
innocently,-0.4
innovate,0.054
innovation,0.649
innovative,0.52
innovativeness,-0.59
innuendo,-0.55
innumerableness,-0.73
inoffensive,0.505
inopportune,-0.59
inopportunely,-0.59
inotropic,0.357
inquietude,-0.62
inquiline,-0.64
inquire,0.029
inquirer,-0.67
inquiringly,-0.85
inquiry,0.582
inquisition,-0.75
inquisitive,0.631
inquisitor,-0.67
inroad,-0.75
insalubriousness,-0.75
insalubrity,-0.75
insane,-0.55
insanely,-0.41
insanity,-0.52
insatiable,-0.72
insatiate,-0.75
inscribe,0.492
inscrutability,0.911
inscrutable,-0.72
insect,-0.04
insecure,-0.59
insecurely,-0.55
insecurity,-0.57
insensibility,-0.72
insensible,-0.67
insensitive,-0.03
insensitiveness,-0.72
insensitivity,-0.68
insentient,0.123
insert,0.085
inside,0.07
insidious,-0.64
insidiously,-0.64
insight,-0.07
insightful,0.658
insignia,0.027
insignificance,-0.68
insignificant,-0.34
insincere,-0.57
insincerity,-0.69
insinuate,-0.59
insinuation,-0.6
insinuative,-0.6
insipid,-0.62
insist,0.476
insistence,0.6
insistent,-0.55
insolence,-0.87
insolent,-0.58
insolvent,-0.82
insomnia,-0.55
insouciance,-0.24
insouciant,0.755
inspect,-0.55
inspection,0.082
inspiration,0.027
inspiratory,0.04
inspire,0.639
inspired,0.474
inspirit,0.711
instability,-0.66
install,-0.81
installation,-0.06
instancy,0.622
instant,0.571
instigant,-0.79
instigate,0.544
instigator,-0.74
instill,0.777
instinct,-0.56
instinctive,-0.85
instinctively,0.05
instinctual,0.061
institute,0.109
institution,0.054
institutionalize,-0.71
instruct,0.789
instruction,0.057
instructor,-0.02
instrument,0.734
instrumental,0.064
instrumentation,-0.48
insubordinate,-0.8
insubstantial,-0.83
insubstantiality,-0.94
insufferable,-0.88
insufferably,-0.82
insufficiency,-0.88
insufficient,-0.83
insular,-0.51
insularity,-0.78
insulate,-0.79
insulin,0.757
insult,-0.91
insuperable,-0.66
insupportable,-0.75
insurance,0.074
insure,0.495
insurgent,-0.79
insurmountable,-0.66
insurrection,-0.72
insurrectionary,0.573
insusceptible,-0.73
intae,0.58
intangibility,-0.94
intangible,0.122
intangibleness,-0.94
integer,0.027
integral,0.746
integrate,0.534
integrative,-0.93
integrism,-0.83
integrity,0.709
intellect,0.063
intellection,0.818
intellectual,0.787
intellectuality,0.74
intelligence,0.294
intelligent,0.921
intelligentsia,0.746
intelligible,0.726
intelligibly,0.565
intemperate,-0.75
intemperateness,0.809
intend,0.166
intended,0.563
intense,-0.1
intensify,0.719
intensifying,0.751
intensities,-0.52
intensity,-0.83
intensiveness,-0.72
intent,0.166
intention,-0.56
intentional,0.513
intentionality,0.061
intentionally,-0.4
intentness,0.87
inter,-0.04
interactants,0.64
interaction,0.628
interactional,0.64
intercede,0.505
intercept,-0.71
interchangeability,0.703
interchangeableness,0.721
intercom,0.036
intercommunicate,0.711
interconnect,0.813
interconnection,-0.94
intercourse,0.027
interdependence,-0.84
interdependency,-0.84
interdependent,0.819
interdict,-0.62
interdimensional,0.043
interdisciplinary,0.588
interest,0.1
interested,0.52
interesting,0.692
interestingness,0.631
interfamily,0.793
interfere,-0.84
interference,-0.51
interfering,-0.91
intergroup,-0.73
interior,0.063
interject,-0.73
interjection,0.11
interleave,0.73
interlink,0.759
interlocutor,0.64
interloper,-0.78
intermeddle,0.615
intermediate,0.507
interment,-0.11
intermission,0.301
intermittent,-0.57
intermixture,0.726
intermune,0.413
intern,0.63
internal,0.506
internality,0.852
internalization,0.829
internalize,0.791
international,0.071
internationalism,0.754
internationality,0.808
internet,-0.04
interpenetration,0.686
interpersonal,0.873
