,tweet,product_,emotion,lemmatizer_tweets,textblob_polarity,textblob_subjectivity,vs_neg,vs_neu,vs_pos,vs_compound
4607,"['Interesting', 'Google', 'Mobile', 'Stats', 'SXSW', '40', 'all', 'Google', 'Maps', 'users', '150', 'million', 'come', 'mobile', 'link']",Unknown,3,Interesting Google Mobile Stats SXSW 40 all Google Maps user 150 million come mobile link ,0.5,0.5,0.0,0.838,0.162,0.4019
4608,"['Z16', 'Saving', 'Grace', 'link', 'codes', 'valid', '4', '00', '7', '59', '59p', '03', '12', '11', 'infektd', 'sxsw', 'zlf']",Unknown,3,Z16 Saving Grace link code valid 4 00 7 59 59p 03 12 11 infektd sxsw zlf ,0.0,0.0,0.0,0.851,0.149,0.4215
4609,"['Like', 'seeing', 'mention', 'applying', 'technology', 'Art', 'Project', 'sxsw']",Unknown,3,Like seeing mention applying technology Art Project sxsw ,0.0,0.0,0.0,0.737,0.263,0.3612
4610,"['Downloading', 'innovative', 'immersive', 'history', 'lesson', 'quot', 'Operation', 'Ajax', 'quot', 'SXSW', 'take', 'look', 'mention', 'got', 'ipad']",Unknown,3,Downloading innovative immersive history lesson quot Operation Ajax quot SXSW take look mention got ipad ,0.5,1.0,0.0,0.828,0.172,0.4404
4611,"['Child', 'using', 'ipad', 'first', 'time', 'link', 'UXDes', 'SXSW']",Unknown,3,Child using ipad first time link UXDes SXSW ,0.25,0.3333333333333333,0.0,1.0,0.0,0.0
4612,"['Interesting', 'news', 'mention', 'interrupt', 'regularly', 'scheduled', 'sxsw', 'geek', 'programming', 'big', 'news', 'link', 'google', 'circles']",Unknown,3,Interesting news mention interrupt regularly scheduled sxsw geek programming big news link google circle ,0.16666666666666666,0.22564102564102562,0.235,0.615,0.151,-0.128
4613,"['m', 'missing', 'Apple', 'even', 'opened', 'temporary', 'store', 'downtown', 'Austin', 'it', 'says', 'mention', 'Hope', 'mention', 'got', 'passport', 'SXSW']",Apple,1,m missing Apple even opened temporary store downtown Austin it say mention Hope mention got passport SXSW ,-0.2,0.05,0.109,0.746,0.144,0.1779
4614,"['Interesting', 'post', 'seo', 'RT', 'mention', 'to', 'improve', 'website', 'rankings', 'Advice', 'Google', 'amp', 'Bing', 'SXSW', 'link', 'SE']",Unknown,3,Interesting post seo RT mention to improve website ranking Advice Google amp Bing SXSW link SE ,0.5,0.5,0.0,0.714,0.286,0.6808
4615,"['Interesting', 'presentation', 'the', 'building', 'Netflix', 'iphone', 'App', 'sxsw', 'link']",iPad or iPhone App,1,Interesting presentation the building Netflix iphone App sxsw link ,0.5,0.5,0.0,0.748,0.252,0.4019
4616,"['Interesting', 'RT', 'mention', 'mention', 'Launch', 'Major', 'New', 'Social', 'Network', 'Called', 'Circles', 'Possibly', 'Today', 'link', 'sxsw']",Unknown,3,Interesting RT mention mention Launch Major New Social Network Called Circles Possibly Today link sxsw ,0.14643939393939392,0.5042424242424243,0.0,0.838,0.162,0.4019
4617,"['Interesting', 'RT', 'mention', 'Google', 'analytics', 'track', 'offsite', 'links', 'virtual', 'pg', 'views', 'using', 'Script', 'moreknowledge', 'sxsw', 'mitharvard']",Unknown,1,Interesting RT mention Google analytics track offsite link virtual pg view using Script moreknowledge sxsw mitharvard ,0.5,0.5,0.0,0.847,0.153,0.4019
4618,"['Google', 'Bing', 'search', 'smackdown', 'panel', 'in', 'giant', 'room', 'not', 'enough', 'chairs', 'Hope', 'have', 'search', 'quot', 'floor', 'sitting', 'quot', 'SXSW']",Unknown,4,Google Bing search smackdown panel in giant room not enough chair Hope have search quot floor sitting quot SXSW ,0.0,0.75,0.118,0.882,0.0,-0.3412
4619,"['Fascinating', 'talk', 'health', 'data', 'gov', 'to', 'private', 'the', 'verge', 'something', 'good', 'see', 'patientslikeme', 'com', 'amp', 'Google', 'Body', 'sxsw', 'fb']",Unknown,3,Fascinating talk health data gov to private the verge something good see patientslikeme com amp Google Body sxsw fb ,0.4666666666666666,0.6083333333333334,0.0,0.726,0.274,0.7506
4620,"['Interesting', 'talk', 'web', 'fonts', 'Google', 'guy', 'sxsw']",Unknown,3,Interesting talk web font Google guy sxsw ,0.5,0.5,0.0,0.69,0.31,0.4019
4621,"['OK', 'visiting', 'mention', 'Apple', 'opening', 'a', 'temporary', 'store', 'downtown', 'Austin', 'SXSW', 'the', 'iPad', '2', 'launch', 'link']",Unknown,3,OK visiting mention Apple opening a temporary store downtown Austin SXSW the iPad 2 launch link ,0.5,0.5,0.0,0.836,0.164,0.4466
4622,"['Downloading', 'SXSW', 'app', 'my', 'Iphone']",Unknown,3,Downloading SXSW app my Iphone ,0.0,0.0,0.0,1.0,0.0,0.0
4623,"['Well', 'the', 'iPad', 'really', 'the', 'perfect', 'device', 'SXSW']",iPad,1,Well the iPad really the perfect device SXSW ,0.6,0.6,0.0,0.497,0.503,0.7251
4624,"['Still', 'using', 'original', 'first', 'generation', 'iPhone', 'Wondering', 'this', 'get', 'kicked', 'of', 'SXSW']",iPhone,3,Still using original first generation iPhone Wondering this get kicked of SXSW ,0.3125,0.5416666666666666,0.0,0.827,0.173,0.3182
4625,"['Interesting', 'tidbit', 'apple', 'designed', 'iPad', '2', 'case', 'designing', 'actual', 'device', 'sxsw']",iPad,1,Interesting tidbit apple designed iPad 2 case designing actual device sxsw ,0.25,0.3,0.0,0.787,0.213,0.4019
4626,"['s', 'going', 'SXSW', 'Apple', 'have', 's', 'store', 'link', 'AAPL']",Apple,1,s going SXSW Apple have s store link AAPL ,0.0,0.0,0.0,1.0,0.0,0.0
4627,"['was', 'going', 'mock', 'tech', 'nerds', 'coming', 'sxsw', 'to', 'stand', 'a', '4', 'hour', 'line', 'an', 'iPad', '2', 'I', 'remembered', 'and', 'horror', 'movies']",iPad,0,wa going mock tech nerd coming sxsw to stand a 4 hour line an iPad 2 I remembered and horror movie ,0.0,0.0,0.326,0.674,0.0,-0.8271
4628,"['re', 'going', 'need', 'bigger', 'battery', 'sxsw', 'iphone']",Unknown,3,re going need bigger battery sxsw iphone ,0.0,0.5,0.0,1.0,0.0,0.0
4629,"['Interesting', 'see', 'Yellow', 'Pages', 'iPad', 'app', 'come', 'as', 'example', 'good', 'practice', 'sxsw']",iPad or iPhone App,1,Interesting see Yellow Pages iPad app come a example good practice sxsw ,0.39999999999999997,0.3666666666666667,0.0,0.641,0.359,0.6808
4630,"['s', 'going', 'the', 'Apple', 'pop', 'shop', 'Congress', 'Avenue', 'Friday', 'SXSW']",Unknown,3,s going the Apple pop shop Congress Avenue Friday SXSW ,0.0,0.0,0.0,1.0,0.0,0.0
4631,"['starting', 'think', 'blackberry', 'more', 'like', 'abacus', 'phones', 'Damn', 'u', 'iphone', 'sxsw', 'just', 'wanted', 'abacus']",iPhone,0,starting think blackberry more like abacus phone Damn u iphone sxsw just wanted abacus ,0.25,0.3,0.154,0.686,0.16,0.024
4632,"['Interesting', 'Tweet', 'Stream', 'SXSW', 'qabg', 'Follow', 'one', 'Q', 'Google', 'amp', 'Bing', 'mention', 'amp', 'mention', 'someone', 'msn', 'lol']",Unknown,3,Interesting Tweet Stream SXSW qabg Follow one Q Google amp Bing mention amp mention someone msn lol ,0.65,0.6,0.0,0.732,0.268,0.6705
4633,"['iPad', 'unloaded', 'sxsw', 'popup', 'store', 'Awesome', 'link']",iPad,1,iPad unloaded sxsw popup store Awesome link ,1.0,1.0,0.0,0.594,0.406,0.6249
4634,"['Interesting', '13', 'apps', 'watch', 'for', 'SXSW', 'year', 'link', 'startups', 'sxsw', 'apps', 'iphone', 'mention', 'mention', 'mention']",Unknown,3,Interesting 13 apps watch for SXSW year link startup sxsw apps iphone mention mention mention ,0.5,0.5,0.0,0.838,0.162,0.4019
4635,"['Interesting', 'RT', 'mention', 'Google', 'Launch', 'Major', 'New', 'Social', 'Network', 'Called', 'Circles', 'Possibly', 'Today', 'link', 'sxsw']",Unknown,3,Interesting RT mention Google Launch Major New Social Network Called Circles Possibly Today link sxsw ,0.14643939393939392,0.5042424242424243,0.0,0.838,0.162,0.4019
4636,"['Interesting', 'Google', 'launch', 'circles', 'later', 'today', 'context', 'added', 'search', 'sxsw', 'link']",Unknown,3,Interesting Google launch circle later today context added search sxsw link ,0.25,0.25,0.0,0.787,0.213,0.4019
4637,"['Interesting', 'RT', 'mention', 'RT', 'mention', 'Google', 'Circles', 'might', 'launch', 'today', 'sxsw', 'new', 'social', 'network', 'link']",Unknown,3,Interesting RT mention RT mention Google Circles might launch today sxsw new social network link ,0.22323232323232323,0.34040404040404043,0.0,0.838,0.162,0.4019
4638,"['Interesting', 'RT', 'mention', 'Google', 'Launching', 'Secret', 'New', 'Social', 'Network', 'Called', 'quot', 'Circles', 'quot', 'link', 'sxsw']",Unknown,3,Interesting RT mention Google Launching Secret New Social Network Called quot Circles quot link sxsw ,0.06742424242424241,0.4303030303030303,0.0,0.838,0.162,0.4019
4639,"['iPad', 'Lounge', 'mention', 'Free', 'daily', 'sxsw', 'free', 'coffee', 'iPad', 'Art', 'Recharge', 'Refresh', 'Austin', 'Details', 'link']",iPad,1,iPad Lounge mention Free daily sxsw free coffee iPad Art Recharge Refresh Austin Details link ,0.26666666666666666,0.5333333333333333,0.0,0.663,0.337,0.765
4640,"['iPad', 'Lounge', 'Free', 'daily', 'SXSW', 'Recharge', 'devices', 'see', 'Art', 'Made', 'the', 'iPad', 'show', 'Austin', 'Details', 'link']",Unknown,3,iPad Lounge Free daily SXSW Recharge device see Art Made the iPad show Austin Details link ,0.2,0.4,0.0,0.82,0.18,0.5106
4641,"['iPad', 'Lounge', 'Recharge', 'coffee', 'H2O', 'iPad', 'Art', 'Show', 'free', 'daily', 'sxsw', '106', 'E', '8th', 'Congress', 'Austin', 'Details', 'link']",Unknown,3,iPad Lounge Recharge coffee H2O iPad Art Show free daily sxsw 106 E 8th Congress Austin Details link ,0.2,0.4,0.0,0.837,0.163,0.5106
4642,"['Great', 'longform', 'panel', 'mention', 'much', 'web', 'content', 'geared', 'toward', 'workplace', 'reading', 'IPad', 'Kindle', 'changed', 'sxsw']",Unknown,3,Great longform panel mention much web content geared toward workplace reading IPad Kindle changed sxsw ,0.5,0.475,0.0,0.773,0.227,0.6249
4643,"['mention', 'nice', 'mention', 'article', 'mention', 'Android', 'iphone', 'app', 'sxsw', 'launch', 'link', 'Coming', 'VIP', 'launch', 'party']",Unknown,3,mention nice mention article mention Android iphone app sxsw launch link Coming VIP launch party ,0.6,1.0,0.0,0.557,0.443,0.8602
4644,"['mention', 'Nice', 'SXSW', 'song', 'mention', 't', 'hack', 'Write', 'Rails', 'deliver', 'sell', 'Work', 'Google', 'link']",Google,0,mention Nice SXSW song mention t hack Write Rails deliver sell Work Google link ,0.6,1.0,0.0,0.823,0.177,0.4215
4645,"['mention', 'Nice', 'meeting', 'last', 'night', 'Confession', 'just', 'installed', 'mention', 'my', 'iPad', 'amp', 'really', 'like', 'SXSW']",iPad or iPhone App,1,mention Nice meeting last night Confession just installed mention my iPad amp really like SXSW ,0.26666666666666666,0.4222222222222222,0.0,0.699,0.301,0.6801
4646,"['mention', 'Nice', 'move', 'Apple', 'SXSW', 'be', 'center', 'Apple', 'fanboy', 'dom', 'the', 'next', 'week']",Apple,1,mention Nice move Apple SXSW be center Apple fanboy dom the next week ,0.16666666666666666,0.3666666666666667,0.0,0.811,0.189,0.4215
4647,"['mention', 'nice', 'vid', 'ipad', '2', 'sxsw', 'Hope', 'was', 'mention', 'behind', 'camera', 'link']",iPad,1,mention nice vid ipad 2 sxsw Hope wa mention behind camera link ,0.09999999999999998,0.85,0.0,0.637,0.363,0.6908
4648,"['mention', 'nice', 'work', 'organizing', 'apple', 'pop', 'store', 'wish', 'were', 'in', 'austin', 'sxsw']",Apple,1,mention nice work organizing apple pop store wish were in austin sxsw ,0.6,1.0,0.0,0.645,0.355,0.6705
4649,"['most', 'niche', 'product', 'party', 've', 'to', 'yet', 'Google', 'SketchUp', 'SXSW', 'link']",Unknown,3,most niche product party ve to yet Google SketchUp SXSW link ,0.5,0.5,0.0,0.771,0.229,0.4522
4650,"['Google', 'denies', 'will', 'launch', 'major', 'new', 'social', 'network', 'Circles', 'sxsw', 'some', 'including', 'Tim', 'Reily', 'say', 'exists', 'is', 'awesome']",Other Google product or service,1,Google denies will launch major new social network Circles sxsw some including Tim Reily say exists is awesome ,0.3080492424242424,0.5053030303030304,0.122,0.699,0.179,0.3182
4651,"['Google', 'denies', 'rumors', 'launching', 'Circles', 'SXSW', 'link', 'Facebook', 'Google', 'SXSW']",Unknown,3,Google denies rumor launching Circles SXSW link Facebook Google SXSW ,0.0,0.0,0.237,0.763,0.0,-0.4215
4652,"['Apple', 'opening', 'pop', 'store', 'downtown', 'Austin', 'SXSW', 'iPad', '2', 'launch', 'link']",Unknown,3,Apple opening pop store downtown Austin SXSW iPad 2 launch link ,0.0,0.0,0.0,1.0,0.0,0.0
4653,"['Apple', 'opening', 'pop', 'store', 'downtown', 'Austin', 'SXSW', 'iPad', '2', 'launch', 'link', 'via', 'mention']",Unknown,3,Apple opening pop store downtown Austin SXSW iPad 2 launch link via mention ,0.0,0.0,0.0,1.0,0.0,0.0
4654,"['Apple', 'opening', 'pop', 'store', 'SXSW', 'Cool', 'another', 'reason', 'm', 'pissedimnotgoingtosxsw', 'link']",Apple,1,Apple opening pop store SXSW Cool another reason m pissedimnotgoingtosxsw link ,0.35,0.65,0.0,0.813,0.187,0.3182
4655,"['Apple', 'opening', 'store', 'downtown', 'ATX', 'this', 'wknd', 'same', 'time', 'SXSW', 'ppl', 'buy', 'iPad', '2', 'mention', 'link']",Apple,1,Apple opening store downtown ATX this wknd same time SXSW ppl buy iPad 2 mention link ,0.0,0.125,0.0,1.0,0.0,0.0
4656,"['Apple', 'opening', 'temp', 'store', '6th', 'Congress', 'Downtown', 'Austin', 'iPad', '2', 'release', 'SXSW', 'SXSW']",Unknown,3,Apple opening temp store 6th Congress Downtown Austin iPad 2 release SXSW SXSW ,0.0,0.0,0.0,1.0,0.0,0.0
4657,"['Apple', 'opening', 'temporary', '2', 'week', 'store', 'SxSW', 'make', 'easier', 'to', 'get', 'iPad2', 'geeks', 'attending', 'conference', 'link']",Unknown,3,Apple opening temporary 2 week store SxSW make easier to get iPad2 geek attending conference link ,0.0,0.0,0.097,0.753,0.151,0.25
4658,"['Apple', 'opening', 'downtown', 'Austin', 'pop', 'store', 'SXSW', 'RT', 'mention', 'It', 'Even', 'Begins', 'Apple', 'Wins', 'SXSW', 'link']",Apple,1,Apple opening downtown Austin pop store SXSW RT mention It Even Begins Apple Wins SXSW link ,0.3,0.2,0.0,0.802,0.198,0.5719
4659,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'Sixth', 'amp', 'Congress', 'SXSW', 'link', 'iPad2']",Unknown,3,Apple Opening Pop Store Austin Sixth amp Congress SXSW link iPad2 ,0.0,0.0,0.0,1.0,0.0,0.0
4660,"['Apple', 'opening', 'pop', 'store', 'Austin', 'Congress', '6th', 'sell', 'new', 'iPads', 'sxsw', 'link']",iPad,1,Apple opening pop store Austin Congress 6th sell new iPads sxsw link ,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0
4661,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'mention', 'via', 'mention', 'link', 'SXSW']",Unknown,3,Apple Opening Pop Store Austin mention via mention link SXSW ,0.0,0.0,0.0,1.0,0.0,0.0
4662,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'link', 'via', 'mention']",Unknown,3,Apple Opening Pop Store Austin SXSW link via mention ,0.0,0.0,0.0,1.0,0.0,0.0
4663,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'link', 'phew', 'was', 'beginning', 'panic', 'thanks', 'Steve', 'SXSW']",Apple,1,Apple Opening Pop Store Austin SXSW link phew wa beginning panic thanks Steve SXSW ,0.2,0.2,0.181,0.659,0.159,-0.1027
4664,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'link', 'Apple', 'AppleApple', 'SXSW']",Unknown,3,Apple Opening Pop Store Austin SXSW link Apple AppleApple SXSW ,0.0,0.0,0.0,1.0,0.0,0.0
4665,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'link', 'sxsw']",Unknown,3,Apple Opening Pop Store Austin SXSW link sxsw ,0.0,0.0,0.0,1.0,0.0,0.0
4666,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'link', 'lt', 'Ya', 'gotta', 'hand', 'to', 'Apple', 'always', 'innovating', 'apple', 'sxsw']",Apple,1,Apple Opening Pop Store Austin SXSW link lt Ya gotta hand to Apple always innovating apple sxsw ,0.0,0.0,0.0,0.833,0.167,0.4939
4667,"['Apple', 'Opening', 'Pop', 'Store', 'Austin', 'SXSW', 'Geekfest', 'Apple', 'link', 'Apple', 'BrianLam', 'iPad2', 'SXSW']",Unknown,3,Apple Opening Pop Store Austin SXSW Geekfest Apple link Apple BrianLam iPad2 SXSW ,0.0,0.0,0.0,1.0,0.0,0.0
4668,"['Apple', 'opening', 'temp', 'store', 'Friday', '6th', 'amp', 'Congress', 'sxsw', 'link']",Unknown,3,Apple opening temp store Friday 6th amp Congress sxsw link ,0.0,0.0,0.0,1.0,0.0,0.0
4669,"['Apple', 'Opening', 'Temporary', 'iPad', '2', 'Store', 'Handle', 'SXSW', 'Demand', 'link']",Unknown,3,Apple Opening Temporary iPad 2 Store Handle SXSW Demand link ,0.0,0.0,0.143,0.857,0.0,-0.128
4670,"['apple', 'opening', 'temporary', 'pop', 'store', 'Austin', 'SXSW', 'iPad', '2', 'launch', 'link']",Unknown,3,apple opening temporary pop store Austin SXSW iPad 2 launch link ,0.0,0.0,0.0,1.0,0.0,0.0
4671,"['m', 'listening', 'Congo', 'Os', 'Ipanemas', 'via', 'Discovr', 'app', 'my', 'iPhone', 'link', 'Live', 'sxsw']",Unknown,3,m listening Congo Os Ipanemas via Discovr app my iPhone link Live sxsw ,0.13636363636363635,0.5,0.0,1.0,0.0,0.0
4672,"['listening', 'Get', 'by', 'Talib', 'Kweli', 'via', 'Discovr', 'app', 'my', 'iPhone', 'I', 'm', 'on', 'plane', 'sxsw', 'Love', 'Gogo', 'link']",iPad or iPhone App,1,listening Get by Talib Kweli via Discovr app my iPhone I m on plane sxsw Love Gogo link ,0.5,0.6,0.0,0.802,0.198,0.6369
4673,"['People', 'lining', 'for', 'Team', 'Android', 'Awards', 'sxsw', 'link']",Unknown,3,People lining for Team Android Awards sxsw link ,0.0,0.0,0.0,0.7,0.3,0.4588
4674,"['Apple', 'opening', 'temporary', 'store', 'downtown', 'Austin', 'sxsw', 'the', 'iPad', '2', 'launch', 'link']",Unknown,1,Apple opening temporary store downtown Austin sxsw the iPad 2 launch link ,0.0,0.0,0.0,1.0,0.0,0.0
4675,"['Great', 'evening', 'w', 'mention', 'mention', 'Karateka', 'Castle', 'Wolfenstein', 'ChopLifter', 'other', 'Apple', 'classics', 'SXSW', 'OldSko0l']",Apple,1,Great evening w mention mention Karateka Castle Wolfenstein ChopLifter other Apple classic SXSW OldSko0l ,0.28055555555555556,0.4305555555555556,0.0,0.76,0.24,0.6249
4676,"['d', 'think', 'att', 'would', 'a', 'better', 'job', 'w', 'sxsw', 'coverage', 'Glad', 'have', 'veriphone', 'vzw', 'iphone']",Unknown,3,d think att would a better job w sxsw coverage Glad have veriphone vzw iphone ,0.5,0.75,0.0,0.688,0.312,0.7096
4677,"['UGH', 'think', 've', 'effectively', 'broken', 'SXSW', 'parties', 'google', 'calendar', 'MUCH', 'GOING', 'psychedthough']",Unknown,3,UGH think ve effectively broken SXSW party google calendar MUCH GOING psychedthough ,-0.1,0.30000000000000004,0.328,0.395,0.277,-0.2577
4678,"['Still', 'thinking', 'how', 'awesome', 'smileyparty', 'at', 'SXSW', 'how', 'are', 'going', 'give', 'an', 'iPad', 'please']",Unknown,3,Still thinking how awesome smileyparty at SXSW how are going give an iPad please ,1.0,1.0,0.0,0.652,0.348,0.7506
4679,"['Also', 'thanks', 'Apple', 'releasing', 'iOS', '4', '3', 'in', 'time', 'SXSW', 'Installed', 'just', 'leaving', 'home']",Apple,1,Also thanks Apple releasing iOS 4 3 in time SXSW Installed just leaving home ,0.2,0.2,0.0,0.818,0.182,0.4404
4680,"['30mio', 'downloads', 'angrybirds', 'android', 'sxsw', 'nokiaconnects']",Unknown,3,30mio downloads angrybirds android sxsw nokiaconnects ,0.0,0.0,0.0,1.0,0.0,0.0
4681,"['Sam', 'unlocked', 'TightAssTraveler', 'achievement', 'sxsw', 'using', 'Google', 'Maps', 'Transit', 'instructions']",Unknown,3,Sam unlocked TightAssTraveler achievement sxsw using Google Maps Transit instruction ,0.0,0.0,0.0,1.0,0.0,0.0
4682,"['m', 'only', 'one', 'sxsw', 'without', 'apple', 'products']",Unknown,3,m only one sxsw without apple product ,0.0,1.0,0.0,1.0,0.0,0.0
4683,"['Like', 'venn', 'diagram', 'quot', 'mention', 'Google', 'Launch', 'Major', 'New', 'Social', 'Network', 'Called', 'Circles', 'Possibly', 'Today', 'link', 'sxsw', 'quot']",Unknown,3,Like venn diagram quot mention Google Launch Major New Social Network Called Circles Possibly Today link sxsw quot ,0.05804924242424242,0.5053030303030304,0.0,0.872,0.128,0.3612
4684,"['Dan', 'Neumann', 'announced', 'launch', 'Organic', 'first', 'consumer', 'facing', 'iPad', 'app', 'Broadfeed', 'SXSW', 'check', 'out']",iPad,1,Dan Neumann announced launch Organic first consumer facing iPad app Broadfeed SXSW check out ,0.25,0.3333333333333333,0.0,1.0,0.0,0.0
4685,"['gonna', 'want', 'iPhone', 'apps', 'you', 're', 'heading', 'SXSW', 'today', '10', 'hot', 'ones', 'Download', 'away', 'link']",iPad or iPhone App,1,gonna want iPhone apps you re heading SXSW today 10 hot one Download away link ,0.25,0.8500000000000001,0.0,0.915,0.085,0.0772
4686,"['MyPOV', 'Winner', 'popup', 'Apple', 'Store', 'Chevy', 'Cruze', 'Losers', 'Investors', 'propping', 'frothy', 'startups', 'w', 'enterprise', 'strategy', 'sxsw']",Apple,1,MyPOV Winner popup Apple Store Chevy Cruze Losers Investors propping frothy startup w enterprise strategy sxsw ,-0.2,0.2,0.16,0.66,0.179,0.1027
4687,"['s', 'winning', 'SXSW', 'day', 'it', 'even', 'begins', 'Apple', 'link', 'mention']",Unknown,3,s winning SXSW day it even begin Apple link mention ,0.5,0.75,0.0,0.726,0.274,0.5267
4688,"['keep', 'winning', 'shit', 'Thanks', 'mention', 'the', 'killer', 'iPad', 'case', 'sxsw']",Other Apple product or service,1,keep winning shit Thanks mention the killer iPad case sxsw ,0.16666666666666666,0.5833333333333334,0.391,0.297,0.312,-0.3818
4689,"['s', 'funny', 'Think', 'see', 'everywhere', 'RT', 'mention', 'Look', 'me', 'sxsw', 'm', 'bearded', 'guy', 'plaid', 'an', 'iPhone', 'sxsw', 'nfusion']",Unknown,3,s funny Think see everywhere RT mention Look me sxsw m bearded guy plaid an iPhone sxsw nfusion ,0.25,1.0,0.0,0.854,0.146,0.4404
4690,"['is', 'bigger', 'gathering', 'web', 'browsing', 'app', 'downloading', 'iPhone', 'toting', 'geeks', 'pepsi', 'sxsw', 'at038t', 'link']",Unknown,3,is bigger gathering web browsing app downloading iPhone toting geek pepsi sxsw at038t link ,0.0,0.5,0.122,0.878,0.0,-0.2023
4691,"['mention', 'iPhone', 'worries', 'Drop', 'one', 'our', 'venues', 'talk', 'a', 'concierge', 'll', 'take', 'care', 'you', 'SXSW', 'SXSWi']",Unknown,3,mention iPhone worry Drop one our venue talk a concierge ll take care you SXSW SXSWi ,0.0,0.0,0.236,0.613,0.151,-0.2023
4692,"['mention', 'need', 'is', 'apple', 'popup', 'store', 'walking', 'distance', 'sxsw']",Unknown,3,mention need is apple popup store walking distance sxsw ,0.0,0.0,0.0,1.0,0.0,0.0
4693,"['mention', 'worries', 'man', 'glad', 'got', 'run', 'ya', 'the', 'iPad', 'line', 'sxsw']",Unknown,3,mention worry man glad got run ya the iPad line sxsw ,0.5,1.0,0.195,0.604,0.201,0.0258
4694,"['mention', 'apple', 'set', 'shop', 'downtown', 'sxsw']",Unknown,3,mention apple set shop downtown sxsw ,0.0,0.0,0.0,1.0,0.0,0.0
4695,"['mention', 'no', 't', 'buy', 'iPad', '2', 'I', 'd', 'wait', 'the', 'iPad', '3', 'teleporting', 'capabilities', 'sxsw']",iPad,0,mention no t buy iPad 2 I d wait the iPad 3 teleporting capability sxsw ,0.0,0.0,0.136,0.864,0.0,-0.296
4696,"['technology', 't', 'happen', 'an', 'iPhone', 'Nokia', 'pushsnowboarding', 'sxsw']",iPhone,0,technology t happen an iPhone Nokia pushsnowboarding sxsw ,0.0,0.0,0.0,1.0,0.0,0.0
4697,"['NFC', 'technology', 'Google', 'testing', 'using', 'stickers', 'store', 'windows', 'you', 'tap', 'get', 'info', 'sxsw']",Unknown,3,NFC technology Google testing using sticker store window you tap get info sxsw ,0.0,0.0,0.27,0.73,0.0,-0.6633
4698,"['RT', 's', 'a', 'rumor', 'Apple', 'opening', 'a', 'temporary', 'store', 'downtown', 'Austin', 'SXSW', 'the', 'iPad', '2', 'launch', 'link']",Unknown,3,RT s a rumor Apple opening a temporary store downtown Austin SXSW the iPad 2 launch link ,0.0,0.0,0.0,1.0,0.0,0.0
4699,"['even', 'words', 'how', 'much', 'wireless', 'at', 'SXSW', 'sucks', 'Thank', 'goodness', 'my', 'iPhone']",iPhone,1,even word how much wireless at SXSW suck Thank goodness my iPhone ,0.2,0.2,0.167,0.517,0.316,0.3818
4700,"['mention', 'launching', 'products', 'SXSW', 'they', 'doing', 'plenty', 'else', 'Join', 'for', 'H4ckers', 'amp', '80s', 'dancing', 'link']",Unknown,3,mention launching product SXSW they doing plenty else Join for H4ckers amp 80 dancing link ,0.0,0.0,0.0,0.864,0.136,0.296
4701,"['Last', 'not', 'least', 'can', 'also', 'get', 'copy', 'Stupid', 'Game', 'Plus', 'your', 'iPhone', 'link', 'also', 'a', 'special', 'sxsw', 'price']",Unknown,3,Last not least can also get copy Stupid Game Plus your iPhone link also a special sxsw price ,-0.1385714285714285,0.4876190476190477,0.154,0.724,0.122,-0.1779
4702,"['mention', 'my', 'choice', 'believe', 'Wore', 'three', 'Apple', 'Genius', 'in', 'process', 'better', 'and', 'the', 'ground', 'sxsw']",Unknown,3,mention my choice believe Wore three Apple Genius in process better and the ground sxsw ,0.5,0.5,0.0,0.828,0.172,0.4404
4703,"['mention', 'only', 'Cedar', 'Street', 'Courtyard', 'also', 'Apple', 'Store', 'SXSW', 'link', 'a', 'small', 'fan']",Unknown,3,mention only Cedar Street Courtyard also Apple Store SXSW link a small fan ,-0.125,0.7,0.0,0.839,0.161,0.3182
4704,"['Wow', 'm', 'spending', 'minute', 'SXSW', 'line', 'I', 'to', 'RT', 'mention', 'Apple', 'Popup', 'Store', 'at', 'SXSW', 'link']",Unknown,3,Wow m spending minute SXSW line I to RT mention Apple Popup Store at SXSW link ,0.1,1.0,0.0,0.798,0.202,0.5859
4705,"['mention', 'sure', 'mention', '4this', 'don', 'have', 'iPhone', 'recommend', 'apps', 'SXSW', 'Oh', 'amp', 'you', 'don', 'follow', 'either', 'WTH']",Unknown,3,mention sure mention 4this don have iPhone recommend apps SXSW Oh amp you don follow either WTH ,0.5,0.8888888888888888,0.18,0.61,0.209,-0.0857
4706,"['Probably', 'the', 'right', 'time', 'surely', 'the', 'way', 'RT', 'VentureBeat', 'mention', 'get', 'social', 'Texas', 'link', 'sxsw', 'google', 'tech']",Unknown,3,Probably the right time surely the way RT VentureBeat mention get social Texas link sxsw google tech ,0.273015873015873,0.497089947089947,0.0,0.847,0.153,0.4404
